1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
798,,,Gd,674,GLQ,0,442,RFn,,1611,TA,9760,,,128,6,6,780,1964,1964,167900
1291,,,No,837,ALQ,105,576,Unf,,2521,TA,3964,,,20,4,6,942,1973,1973,151400
893,,,No,220,ALQ,625,576,Unf,,893,Gd,9600,,,0,7,5,845,1949,2003,135000
1048,,,No,586,BLQ,462,286,Unf,,1048,TA,10152,,,20,5,5,1048,1956,1956,135000
829,,,No,298,Rec,429,441,Unf,,1556,TA,11700,,,0,6,6,727,1968,1968,154000
1002,,,Mn,0,Unf,810,280,Unf,,1456,TA,7585,,,0,3,5,810,1948,1950,91500
698,,,No,535,BLQ,155,440,Fin,,1426,TA,7950,,,0,6,6,690,1977,1977,159500
1240,,,Av,0,Unf,1240,826,RFn,,1240,Gd,8556,,,93,5,7,1240,2006,2006,194000
960,,,No,410,BLQ,390,240,Unf,,1740,TA,13125,,,0,6,7,800,1940,1984,219500
1096,,,No,626,ALQ,170,566,Unf,,1466,Gd,10800,,,21,8,5,796,1936,1989,170000
1096,,,Mn,75,BLQ,230,299,Fin,,1096,TA,15870,,,32,5,5,1096,1969,1969,138800
848,,,Mn,662,GLQ,186,420,RFn,,848,Gd,4435,,,0,5,6,848,2004,2004,155900
990,,,No,495,GLQ,495,299,Unf,,990,TA,8775,,,64,5,5,990,1994,1994,126000
1258,,,No,656,ALQ,602,528,Unf,,1258,Gd,11040,,,0,7,6,1258,1971,2004,145000
1040,,,No,824,ALQ,216,308,Fin,,1040,TA,7500,,,0,5,5,1040,1963,1963,133000
1459,,,No,0,Unf,1459,527,RFn,,1459,Gd,8749,,,39,5,7,1459,2002,2002,192000
1251,,,No,553,Unk,698,461,Unf,,1251,TA,8800,,,116,6,6,1251,1964,1964,160000
691,,,No,592,ALQ,99,409,Fin,,1498,TA,13031,,,44,5,6,691,1995,1996,187500
996,,,Av,747,GLQ,189,564,Unf,,996,Gd,9069,,,0,6,6,936,1992,1992,147000
546,,,No,334,BLQ,212,286,RFn,,1092,TA,1974,,,96,5,4,546,1973,1973,83500
1082,,,Mn,0,Unf,1082,1043,RFn,,1953,Gd,10574,,,50,5,8,1082,2005,2006,252000
970,,,No,0,Unf,970,380,Unf,,1709,Gd,2522,,,40,5,7,970,2004,2004,137500
1247,,,No,1039,GLQ,208,550,Fin,,1247,Gd,3316,,,84,5,8,1247,2005,2005,197000
1040,,,None,0,None,0,400,Unf,,1040,TA,8544,,,0,4,3,0,1950,1950,92900
624,,,No,510,BLQ,90,462,Unf,,1252,Gd,2160,,,48,5,7,600,1999,2000,160000
1390,,,No,423,Rec,758,576,Unf,,1694,TA,8400,,,0,5,6,1181,1925,1950,136500
1200,,,Mn,661,GLQ,203,884,Unf,,1200,Gd,9230,,,64,8,5,864,1965,1998,146000
936,,,No,248,BLQ,448,308,Fin,,936,TA,5868,,,0,7,5,936,1956,2000,129000
1314,,,No,24,GLQ,1290,440,RFn,,1314,Gd,9317,,,22,5,6,1314,2006,2006,176432
773,,,No,0,Unf,684,0,None,,1355,Gd,6882,,,0,7,6,684,1914,2006,127000
1088,,,No,0,Unf,1074,461,RFn,,1088,Gd,3696,,,74,5,8,1074,1986,1986,170000
757,,,No,672,BLQ,0,240,Unf,,1324,TA,6000,,,0,6,4,672,1936,1950,128000
1601,,,No,704,ALQ,567,478,RFn,,1601,TA,11880,,,0,5,7,1271,1978,1978,157000
438,,,No,290,Rec,0,246,Unf,,438,Fa,8400,,,0,5,2,290,1920,1950,60000
950,,,No,412,BLQ,251,280,Unf,,950,TA,9758,,,0,5,5,950,1971,1971,119500
1134,,,No,588,Unk,422,254,Unf,,1134,TA,7000,,,16,7,5,1010,1960,2002,135000
1194,,,Mn,655,ALQ,0,539,Fin,,1194,TA,8910,,,0,6,6,655,1959,1959,159500
630,,,No,0,Unf,630,440,Unf,,1302,TA,2016,,,0,5,5,630,1970,1970,106000
1500,,,Av,1032,GLQ,431,712,RFn,,2622,Gd,12256,,,32,5,8,1463,1994,1995,325000
1442,,,Mn,738,GLQ,172,719,Fin,,1442,Gd,10357,,,244,5,7,910,1990,1991,179900
887,,,No,0,Unf,868,422,RFn,,2021,Gd,23257,,,100,5,7,868,2006,2006,274725
948,,,No,0,Unf,924,463,RFn,,1690,TA,8063,,,48,5,6,924,2000,2000,181000
1836,,,Mn,1039,GLQ,797,862,Fin,,1836,Gd,11362,,,185,5,8,1836,2004,2005,280000
773,,,No,219,GLQ,554,431,Fin,,1658,TA,8000,,,84,5,6,773,1995,1996,188000
1098,,,No,403,Unk,400,483,RFn,,1964,TA,10480,,,69,6,7,803,1976,1976,205000
816,,,No,708,GLQ,108,308,Unf,,816,TA,7100,,,0,7,5,816,1957,1957,129900
1008,,,No,643,BLQ,365,240,Unf,,1008,Gd,8923,,,18,7,5,1008,1953,2006,134500
833,,,No,415,Rec,418,326,Unf,,833,Gd,5400,,,0,7,5,833,1954,2000,117000
1734,,,No,1004,GLQ,730,928,Unf,,1734,Ex,12085,,,0,5,8,1734,2007,2007,318000
779,,,No,353,GLQ,55,527,Fin,,1419,Gd,7750,,,0,5,8,408,2002,2002,184100
894,,,No,702,BLQ,192,450,RFn,,894,Gd,9764,,,0,7,5,894,1967,2003,130000
1021,,,No,0,Unf,533,300,RFn,,1601,TA,13825,,,34,6,5,533,1958,1987,140000
1040,,,No,369,LwQ,671,286,RFn,,1040,TA,7560,,,0,5,5,1040,1959,1959,133700
1012,,,No,0,Unf,1012,308,Unf,,1012,TA,8263,,,22,5,6,1012,1920,1950,118400
1552,,,Av,24,GLQ,1528,782,Unf,,1552,Gd,10084,,,20,5,7,1552,2005,2006,212900
960,,,No,0,Unf,672,288,Unf,,960,TA,8926,,,0,3,4,672,1956,1956,112000
698,,,No,0,Unf,698,0,None,,698,TA,9405,,,200,9,5,698,1947,2008,118000
812,,,No,0,Unf,384,392,Fin,,1482,Gd,9125,,,25,5,7,384,1992,1992,163900
1005,,,No,0,Unf,1005,672,Unf,,1005,Fa,10434,,,0,5,4,1005,1955,1955,115000
1555,,,No,0,Unf,1373,660,Fin,,1555,Gd,3684,,,20,5,7,1373,2007,2007,174000
1530,,,Av,1300,GLQ,230,630,Fin,,1530,Gd,14572,,,36,5,7,1530,2004,2004,259000
847,,,Av,0,Unf,847,434,Fin,,1959,Gd,11796,,,48,5,7,847,2004,2005,215000
936,,,Gd,936,GLQ,0,672,Unf,,936,TA,7200,,,0,5,5,936,1980,1980,140000
1328,,,No,622,BLQ,500,576,Unf,,1981,Gd,7804,,,44,3,4,1122,1928,1950,135000
974,,,Mn,212,BLQ,762,0,None,,974,TA,10712,,,28,5,5,974,1991,1992,93500
1178,,,Mn,0,Unf,1008,205,Unf,,2210,Fa,9900,,,48,4,6,1008,1880,1950,117500
1142,,,No,584,GLQ,544,466,RFn,,2020,Gd,9828,,,155,5,8,1128,1995,1995,239500
916,,,Av,0,Unf,916,460,Fin,,1600,TA,8773,,,38,5,6,916,1997,1997,169000
986,,,No,0,Unf,960,180,Unf,,986,TA,6180,,,128,5,6,960,1926,1950,102000
1032,,,No,280,BLQ,752,288,Unf,,1252,TA,9600,,,0,5,6,1032,1950,1950,119000
780,,,No,0,Unf,780,0,None,,1020,TA,6342,,,0,8,5,780,1875,1996,94000
1567,,,Gd,1567,ALQ,0,714,RFn,,1567,Gd,9819,,,32,5,6,1567,1977,1977,196000
1167,,,No,645,BLQ,270,495,Unf,,1167,TA,8731,,,0,5,5,915,1920,1950,144000
952,,,Mn,852,ALQ,100,840,Unf,,952,TA,7350,,,0,7,5,952,1951,1951,139000
1088,,,No,381,ALQ,399,484,Unf,,1868,Gd,10304,,,96,7,5,780,1976,1976,197500
1466,,,Gd,1150,GLQ,316,1052,RFn,,2828,Gd,9965,,,144,5,8,1466,2006,2007,424870
1006,,,No,288,GLQ,718,0,None,,1006,TA,9000,,,24,3,5,1006,1959,1959,80000
672,,,No,348,BLQ,324,280,Unf,,924,Fa,12180,,,0,4,4,672,1941,1950,80000
1042,,,No,0,Unf,1042,225,Unf,,1576,TA,6240,,,0,6,5,1042,1928,1950,149000
1298,,,No,1258,GLQ,40,403,Unf,,1298,Gd,11200,,,26,5,6,1298,1985,1985,180000
860,,,No,275,Rec,429,234,Unf,,1564,Fa,12000,,,0,7,7,704,1941,1950,174500
572,,,No,0,Unf,572,288,Unf,,1111,TA,5700,,,0,7,7,572,1926,1950,116900
832,,,No,624,ALQ,26,324,Unf,,1482,TA,9000,,,0,9,7,650,1920,1988,143000
932,,,No,0,Unf,932,306,Unf,,932,Gd,8280,,,0,5,6,932,1950,1950,124000
1466,,,No,176,Unk,1290,528,Fin,,1466,Fa,17755,,,140,4,5,1466,1959,1959,149900
1811,,,No,296,ALQ,230,470,Fin,,1811,Ex,14115,,,0,7,6,1073,1956,2004,230000
816,,,Av,538,Unk,278,432,Unf,,816,TA,5890,,,0,8,6,816,1930,2007,120500
902,,,Gd,454,ALQ,410,492,Unf,,1820,Gd,13700,,,84,6,7,864,1965,1988,201800
1437,,,Gd,1157,ALQ,280,528,RFn,,1437,Gd,10768,,,21,8,5,1437,1976,2004,218000
1265,,,Gd,633,ALQ,586,502,RFn,,1265,Gd,9350,,,92,8,5,1219,1965,1999,179900
1314,,,No,904,GLQ,410,626,Unf,,1314,Gd,5001,,,62,5,7,1314,2007,2008,230000
1580,,,No,0,Unf,1580,830,RFn,,1580,Gd,11932,,,24,5,8,1580,2007,2008,235128
943,,,No,442,ALQ,459,540,RFn,,1876,Gd,9120,,,69,6,6,901,1974,1974,185000
855,,,No,311,Unk,544,440,Unf,,1456,TA,2280,,,0,5,6,855,1978,1978,146000
1640,,,No,728,BLQ,568,924,Unf,,1640,Gd,14778,,,0,7,6,1296,1954,2006,224000
894,,,No,492,BLQ,402,450,Unf,,894,TA,8724,,,0,5,5,894,1968,1968,129000
1258,,,Av,1198,Unk,0,400,Unf,,1258,TA,12900,,,0,4,4,1198,1969,1969,108959
1432,,,Gd,680,ALQ,289,588,Unf,,1432,Gd,16157,,,180,7,5,1360,1978,1978,194000
1502,,,No,0,Unf,1502,644,RFn,,1502,Gd,9541,,,114,5,7,1502,2009,2009,233170
1694,,,Av,0,Unf,1694,776,Unf,,1694,Gd,10475,,,33,5,8,1694,2008,2008,245350
959,,,No,786,GLQ,173,472,Fin,,1671,TA,10852,,,38,5,6,959,2000,2000,173000
1236,,,No,626,Rec,501,540,Unf,,2108,Gd,13728,,,0,7,6,1127,1935,1986,235000
1831,,,Gd,1387,GLQ,543,807,Fin,,3627,Gd,35760,,,76,5,10,1930,1995,1996,625000
1118,,,Av,522,ALQ,574,358,Fin,,1118,TA,9880,,,0,6,6,1096,1977,1977,171000
1261,,,No,662,ALQ,599,433,RFn,,1261,TA,9120,,,0,6,6,1261,1958,1958,163000
625,,,No,0,Unf,625,625,Fin,,1250,Gd,4017,,,54,5,7,625,2006,2007,171900
1636,,,No,152,Rec,977,0,None,,3086,Ex,18030,,,0,6,5,1598,1946,1994,200500
1170,,,No,503,Rec,449,360,Unf,,2345,TA,16560,,,0,8,6,952,1932,1950,239000
2129,,,No,700,GLQ,983,541,Fin,,2872,Gd,10678,,,33,5,8,1683,1992,2000,285000
923,,,No,658,ALQ,218,264,Unf,,923,TA,6951,,,0,5,5,876,1984,1985,119500
818,,,No,468,Rec,350,210,Unf,,1224,TA,3950,,,0,8,6,818,1926,2004,115000
820,,,No,0,Unf,731,186,Unf,,1343,TA,7681,,,0,6,5,731,1921,1950,154900
1124,,,None,0,None,0,0,None,,1124,TA,8335,,,36,5,5,0,1954,1954,93000
1298,,,No,1216,LwQ,0,693,Fin,,2514,TA,11170,,,0,5,7,1216,1990,1991,250000
1652,,,Gd,1480,GLQ,120,482,Unf,,1652,Gd,5587,,,53,5,8,1600,2008,2008,392500
2411,,,Av,2096,GLQ,300,813,Fin,,4476,Ex,15623,,,78,5,10,2396,1996,1996,745000
1130,,,No,821,Unk,299,720,Unf,,1130,TA,10800,,,0,6,5,1120,1920,1950,120000
1572,,,Gd,1159,Rec,413,995,RFn,,1572,TA,35133,,,263,4,5,1572,1963,1963,186700
949,,,No,392,BLQ,392,392,Unf,,1221,TA,9738,,,0,7,5,784,1924,1950,104900
1014,,,Mn,440,BLQ,538,420,Unf,,1699,TA,10615,,,74,5,3,978,1900,1970,95000
1624,,,No,1456,GLQ,168,757,RFn,,1624,Gd,12461,,,114,5,8,1624,1994,1995,262000
831,,,No,0,Unf,831,493,RFn,,1660,Gd,8935,,,68,5,7,831,2002,2002,195000
1028,,,No,0,Unf,994,442,Fin,,1804,Gd,7500,,,60,5,7,994,1999,1999,189000
1622,,,Av,1159,BLQ,90,1356,Fin,,1622,TA,32463,,,0,4,4,1249,1961,1975,168000
764,,,No,0,Unf,776,492,Unf,,1441,Gd,2645,,,0,5,8,776,1999,2000,174000
842,,,Mn,0,Unf,702,250,Unf,,1472,Gd,9600,,,0,8,5,702,1925,1994,125000
1224,,,No,883,GLQ,341,402,Fin,,1224,TA,4500,,,304,5,6,1224,1999,1999,165000
663,,,No,371,ALQ,292,299,Fin,,1352,TA,9364,,,36,7,6,663,1969,1969,158000
728,,,No,0,Unf,728,400,Unf,,1456,Gd,8029,,,24,5,6,728,2005,2005,176000
879,,,Av,0,Unf,879,660,Fin,,1863,Gd,14054,,,17,5,7,879,2006,2006,219210
815,,,No,0,Unf,815,225,Unf,,1690,TA,8850,,,0,6,7,815,1916,1950,144000
1212,,,No,0,Unf,1212,573,RFn,,1212,Gd,9100,,,0,5,7,1212,2001,2001,178000
1382,,,No,547,Rec,504,459,Unf,,1382,TA,11235,,,82,5,4,1051,1963,1979,148000
864,,,No,0,Unf,864,280,Unf,,864,TA,9353,,,0,5,4,864,1970,1970,116050
866,,,Av,0,Unf,866,546,RFn,,1779,Gd,10400,,,36,5,7,866,1998,1998,197900
884,,,No,0,Unf,884,216,Unf,,1348,TA,6000,,,0,8,5,884,1925,1997,117000
1630,,,No,0,Unf,1630,451,Unf,,1630,Gd,9750,,,234,5,7,1630,2000,2001,213000
1074,,,No,788,ALQ,268,495,RFn,,1074,TA,10140,,,88,6,5,1056,1975,1975,153500
2196,,,Mn,485,ALQ,1496,701,RFn,,2196,Gd,14684,,,70,7,7,2158,1990,1991,271900
1056,,,No,1056,Rec,0,384,Unf,,1056,TA,8900,,,42,4,4,1056,1966,1966,107000
1700,,,Av,340,GLQ,1342,544,RFn,,1700,Gd,9135,,,23,5,6,1682,2003,2003,200000
1283,,,No,504,Rec,319,506,Unf,,1283,TA,7763,,,0,7,5,931,1962,1980,140000
1660,,,Mn,1220,GLQ,440,500,RFn,,1660,Gd,10182,,,50,5,8,1660,2006,2006,290000
1055,,,No,0,Unf,1055,462,RFn,,1845,Gd,11218,,,104,5,6,1055,1992,1992,189000
1080,,,Av,427,GLQ,132,492,RFn,,1752,TA,12134,,,12,7,8,559,1988,2005,164000
672,,,No,344,Rec,328,234,Unf,,672,TA,9340,,,113,6,4,672,1941,1950,113000
960,,,Av,648,GLQ,0,364,Unf,,960,TA,10246,,,0,9,4,648,1965,2001,145000
999,,,Av,784,BLQ,141,300,Unf,,999,TA,10205,,,72,5,5,925,1962,1962,134500
894,,,No,180,Rec,340,384,Unf,,894,TA,7094,,,0,5,5,894,1966,1966,125000
1318,,,None,0,None,0,539,Unf,,1902,TA,8930,,,0,5,6,0,1978,1978,112000
1314,,,Mn,936,GLQ,364,552,RFn,,1314,Gd,8640,,,112,5,8,1300,2009,2009,229456
672,,,None,0,None,0,0,None,,912,TA,6240,,,0,5,4,0,1947,1950,80500
672,,,No,0,Unf,672,0,None,,1218,TA,1680,,,0,5,6,672,1971,1971,91500
912,,,No,312,Rec,0,288,Unf,,912,TA,7800,,,0,5,5,912,1964,1964,115000
1211,,,No,250,BLQ,210,322,Unf,,1211,TA,8250,,,63,5,5,952,1968,1968,134000
1168,,,Mn,196,Rec,844,315,Unf,,1846,TA,10496,,,0,6,6,1040,1949,1950,143000
2136,,,No,756,LwQ,1380,528,Unf,,2136,TA,10680,,,30,3,5,2136,1951,1951,137900
788,,,Av,724,GLQ,64,388,Fin,,1490,Gd,15384,,,75,5,7,788,2004,2005,184000
1138,,,Av,507,GLQ,81,264,Unf,,1138,TA,10482,,,0,8,6,588,1958,1958,145000
894,,,Mn,0,Unf,894,668,Fin,,1933,Gd,14598,,,18,5,6,894,2007,2007,214000
912,,,No,595,ALQ,317,576,Unf,,912,Gd,8872,,,240,8,5,912,1965,2008,147000
1702,,,No,1540,GLQ,162,1052,Fin,,1702,Ex,8769,,,72,5,9,1702,2008,2008,367294
1507,,,No,666,ALQ,409,404,Unf,,1507,TA,7910,,,0,5,5,1075,1960,1960,127000
1361,,,No,498,GLQ,652,600,RFn,,2620,TA,18890,,,24,5,5,1361,1977,1977,190000
1190,,,Av,803,ALQ,303,540,Unf,,1190,TA,7728,,,18,6,5,1106,1962,1962,132500
1224,,,None,0,None,0,462,Unf,,1224,TA,9842,,,0,5,4,0,1962,1962,101800
1188,,,No,1000,Rec,188,531,RFn,,1188,TA,12160,,,0,5,5,1188,1959,1959,142000
1024,,,Av,0,Unf,940,0,None,,1964,TA,8525,,,192,6,5,940,1911,1950,130000
892,,,Mn,0,Unf,747,180,Unf,,1784,TA,13132,,,40,5,5,747,1914,1950,138887
764,,,No,0,Unf,764,474,RFn,,1626,Gd,2628,,,27,5,7,764,2003,2003,175500
847,,,No,0,Unf,847,434,Unf,,1948,Gd,12393,,,48,5,7,847,2004,2005,195000
1141,,,No,0,Unf,1141,484,Unf,,1141,TA,13072,,,0,5,6,1141,2005,2005,142500
1484,,,Av,428,GLQ,1048,472,RFn,,1484,Ex,9037,,,33,5,8,1476,2006,2006,265900
884,,,No,550,GLQ,334,543,Unf,,1768,Gd,8158,,,63,5,7,884,2003,2003,224900
1689,,,Av,0,Unf,1689,954,RFn,,1689,Gd,9849,,,56,6,7,1689,2007,2007,248328
1173,,,Gd,885,GLQ,0,528,RFn,,1173,Gd,10625,,,120,6,7,1053,1974,1974,170000
2076,,,Gd,1386,GLQ,690,850,Unf,,2076,Ex,13891,,,229,5,10,2076,2006,2006,465000
792,,,No,0,Unf,792,400,Unf,,1517,Gd,11435,,,0,7,8,792,1929,1950,230000
1140,,,No,0,Unf,585,477,Fin,,1868,TA,12090,,,112,7,6,585,1984,2003,178000
756,,,No,0,Unf,756,615,RFn,,1553,Gd,8125,,,45,5,7,756,2005,2006,186500
1034,,,Av,539,GLQ,473,888,Unf,,1034,TA,12328,,,0,5,6,1012,1976,1976,169900
1134,,,No,319,Rec,416,396,Unf,,2058,TA,9600,,,0,5,6,735,1917,1950,129500
988,,,No,534,BLQ,246,276,Unf,,988,TA,7200,,,80,7,5,876,1950,1950,119000
2110,,,No,1065,ALQ,1045,522,Fin,,2110,Ex,11160,,,0,5,7,2110,1968,1968,244000
1405,,,No,0,Unf,1405,478,RFn,,1405,Gd,3136,,,36,5,7,1405,2003,2003,171750
874,,,No,510,Unk,354,288,RFn,,874,TA,9858,,,0,6,5,864,1968,1968,130000
1516,,,Gd,125,LwQ,36,518,RFn,,2167,Gd,17542,,,47,7,7,1192,1974,2003,294000
760,,,No,0,Unf,746,397,Fin,,1656,Gd,6931,,,128,5,7,746,2003,2004,165400
959,,,No,425,LwQ,459,560,Unf,,1367,TA,6240,,,0,6,6,884,1931,1950,127500
1987,,,Gd,1314,GLQ,672,691,Fin,,1987,Gd,14303,,,36,5,8,1986,1994,1994,301500
864,,,No,0,Unf,864,0,None,,864,TA,4060,,,96,8,5,864,1922,1950,99900
1166,,,Gd,655,GLQ,201,400,Fin,,1166,Gd,9587,,,0,5,7,856,2005,2005,190000
1054,,,No,602,ALQ,14,460,Unf,,1054,TA,9750,,,0,8,6,1054,1969,1969,151000
892,,,No,0,Unf,841,502,Fin,,1675,TA,24682,,,103,5,6,841,1999,1999,181000
1050,,,No,504,Rec,546,338,Unf,,1050,TA,9600,,,0,6,5,1050,1956,1956,128900
1104,,,Av,0,Unf,1104,304,Unf,,1788,TA,11250,,,0,5,4,1104,1957,1989,161500
1060,,,No,0,Unf,764,520,Unf,,1824,TA,13515,,,0,6,6,764,1919,1950,180500
1337,,,No,266,GLQ,1139,511,Fin,,1337,Gd,4060,,,68,5,6,1405,1998,1999,181000
713,,,No,450,GLQ,241,506,Unf,,1452,Gd,3735,,,34,5,7,691,1999,1999,183900
964,,,No,0,Unf,925,308,Unf,,1889,TA,10120,,,0,4,7,925,1910,1950,122000
2018,,,Gd,0,Unf,2002,746,Fin,,2018,Ex,13214,,,76,5,9,2002,2008,2009,378500
1968,,,Mn,192,Rec,536,1014,Unf,,3447,Gd,14100,,,12,9,8,728,1935,1997,381000
874,,,No,460,BLQ,414,315,Unf,,1524,TA,11344,,,0,5,5,874,1958,1958,144000
1332,,,Gd,1258,GLQ,74,586,Fin,,1524,Gd,23595,,,0,6,7,1332,1979,1979,260000
1489,,,No,0,Unf,1489,462,RFn,,1489,Gd,9156,,,0,7,6,1489,1968,1968,185750
935,,,No,560,BLQ,0,288,Unf,,935,TA,13526,,,0,6,5,935,1965,1965,137000
1357,,,Av,719,ALQ,300,312,RFn,,1357,Ex,11512,,,0,7,6,1019,1959,2006,177000
661,,,No,0,Unf,661,552,Unf,,1250,TA,5362,,,0,6,5,661,1910,2003,139000
928,,,No,220,Rec,708,400,Unf,,1920,TA,11345,,,0,5,5,928,1948,1950,137000
735,,,No,593,BLQ,130,497,Unf,,1395,TA,12936,,,116,6,6,723,1972,1972,162000
1724,,,Av,528,ALQ,1152,480,RFn,,1724,TA,17871,,,0,5,6,1680,1967,1976,197900
1128,,,No,804,GLQ,324,577,Unf,,2031,Gd,9473,,,211,5,8,1128,2002,2002,237000
698,,,No,0,Unf,698,528,RFn,,1128,TA,7500,,,0,4,4,698,1920,1950,68400
1573,,,No,788,GLQ,785,544,RFn,,1573,Gd,9808,,,72,5,7,1573,2002,2002,227000
1339,,,No,1053,ALQ,256,484,Fin,,1339,TA,8049,,,58,5,7,1309,1990,1990,180000
1040,,,Mn,532,LwQ,364,484,Unf,,1040,Gd,8800,,,0,7,5,1040,1977,2008,150500
912,,,Av,0,Unf,912,0,None,,1824,TA,9400,,,0,5,6,912,1971,1971,139000
1699,,,No,0,Unf,804,336,Unf,,2447,Gd,9638,,,0,7,6,804,1919,1990,169000
825,,,No,0,Unf,780,280,Unf,,1412,TA,6000,,,0,6,6,780,1939,1950,132500
1328,,,No,569,ALQ,678,528,Unf,,1328,TA,9790,,,26,5,6,1328,1963,1963,143000
1582,,,Av,812,Rec,812,390,Unf,,1582,TA,36500,,,198,5,5,1624,1964,1964,190000
1659,,,No,1158,GLQ,343,499,Fin,,1659,Ex,5664,,,59,5,8,1501,2000,2000,278000
1120,,,Mn,0,Unf,1085,753,Fin,,1970,Ex,11065,,,74,5,8,1085,2006,2006,281000
1152,,,Av,1014,GLQ,138,484,RFn,,1152,TA,14112,,,0,7,5,1152,1964,1964,180500
630,,,No,231,ALQ,399,264,Unf,,1302,TA,1680,,,0,7,5,630,1972,1972,119500
1378,,,No,0,Unf,994,432,RFn,,2372,TA,6600,,,287,4,5,994,1892,1965,107500
832,,,No,194,GLQ,638,528,RFn,,1664,TA,10140,,,28,5,7,832,1976,1976,162900
864,,,No,167,Rec,697,572,Unf,,864,TA,8172,,,0,7,5,864,1955,1990,115000
1052,,,Av,1016,Unk,36,288,RFn,,1052,TA,8400,,,0,5,5,1052,1968,1968,138500
1128,,,Mn,776,ALQ,344,525,RFn,,1128,TA,8700,,,20,6,5,1120,1963,1963,155000
1072,,,Gd,547,GLQ,0,525,Fin,,1072,TA,3675,,,44,5,6,547,2005,2006,140000
4692,,,Gd,5644,GLQ,466,1418,Fin,,5642,Ex,63887,,,292,5,10,6110,2008,2008,160000
1246,,,No,340,LwQ,0,305,RFn,,1246,Gd,7500,,,0,7,5,1246,1959,1994,154000
1005,,,No,694,GLQ,284,490,Fin,,1983,Gd,10762,,,0,5,7,978,1999,1999,225000
753,,,No,547,BLQ,224,213,Unf,,1494,Gd,7500,,,0,7,6,771,1942,1950,177500
1203,,,No,740,GLQ,425,844,Unf,,2526,Gd,10120,,,78,5,8,1165,1994,1994,290000
1616,,,Av,0,Unf,1616,834,RFn,,1616,Gd,8688,,,59,5,7,1616,2005,2005,232000
976,,,No,0,Unf,976,380,Unf,,1708,Gd,3363,,,40,5,7,976,2004,2004,130000
1652,,,No,1572,GLQ,80,840,Fin,,1652,Ex,13173,,,102,5,9,1652,2006,2007,325000
1368,,,No,0,Unf,1368,474,RFn,,1368,Gd,6955,,,35,5,7,1368,2005,2006,202500
990,,,No,746,ALQ,244,480,Unf,,990,TA,8072,,,64,5,5,990,1994,1995,138000
1122,,,No,144,GLQ,172,528,Unf,,1122,Gd,12000,,,36,7,5,924,1948,2005,147000
1294,,,No,1200,GLQ,78,496,Unf,,1294,Gd,7153,,,51,5,6,1278,1991,1991,179200
1902,,,Av,1406,GLQ,496,567,Fin,,1902,Ex,17500,,,207,8,7,1902,1959,2002,335000
1274,,,No,925,GLQ,349,508,Unf,,1274,Gd,8814,,,98,5,7,1274,2005,2007,203000
1453,,,No,482,GLQ,971,750,RFn,,2810,Gd,9572,,,0,5,8,1453,1990,1990,302000
1422,,,No,0,Unf,1393,779,Fin,,2599,Gd,14774,,,30,5,9,1393,1999,1999,333168
948,,,No,732,Rec,216,280,Unf,,948,TA,8190,,,36,6,4,948,1954,1954,119000
1092,,,Mn,500,ALQ,176,576,Unf,,2112,TA,11075,,,0,5,6,952,1969,1969,206900
1630,,,Gd,0,Unf,1622,860,RFn,,1630,Ex,10226,,,42,5,8,1622,2008,2008,295493
1352,,,No,0,Unf,1352,466,Unf,,1352,Gd,4230,,,241,5,7,1352,2006,2007,208900
1787,,,Gd,0,Unf,1753,748,RFn,,1787,Gd,14781,,,150,5,8,1753,2001,2002,275000
948,,,No,492,ALQ,372,248,Unf,,948,TA,10215,,,0,5,4,864,1954,1954,111000
1478,,,No,189,ALQ,628,442,RFn,,1478,TA,8400,,,0,3,6,1478,1957,1957,156500
720,,,None,0,None,0,287,Unf,,720,TA,6627,,,0,6,3,0,1949,1950,72500
1061,,,No,674,GLQ,76,564,RFn,,1923,Gd,10186,,,39,5,7,750,1992,1992,190000
708,,,No,280,LwQ,140,0,None,,708,Fa,5330,,,0,7,4,420,1940,1950,82500
1795,,,Av,0,Unf,1795,895,RFn,,1795,Gd,9986,,,49,5,8,1795,2006,2007,147000
796,,,No,0,Unf,796,0,None,,796,TA,3636,,,0,4,4,796,1922,1950,55000
774,,,No,544,Rec,0,0,None,,774,Gd,4270,,,0,6,3,544,1931,2006,79000
816,,,No,641,ALQ,175,264,Unf,,816,Gd,6600,,,0,9,5,816,1982,2008,130500
1584,,,No,493,LwQ,1017,520,Unf,,2792,TA,10440,,,547,7,6,1510,1920,1950,256000
955,,,No,0,Unf,935,462,Fin,,1632,TA,9084,,,28,5,7,935,1998,1998,176500
1588,,,Av,0,Unf,1588,825,Unf,,1588,Gd,10000,,,45,5,8,1588,2006,2006,227000
954,,,Av,483,ALQ,428,576,Unf,,954,TA,10780,,,0,5,5,911,1976,1976,132500
816,,,Mn,690,ALQ,126,288,Unf,,816,TA,8877,,,0,6,4,816,1938,1958,100000
803,,,No,0,Unf,803,297,Unf,,1360,Gd,7200,,,65,6,5,803,1938,1995,125500
765,,,No,765,LwQ,0,440,Unf,,1365,TA,2368,,,36,6,5,765,1970,1970,125000
